"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AOAH",0,0.536931788050829,0.313,0.023,0,"3","AOAH"
"ICAM1",0,0.536385538351143,0.549,0.078,0,"3","ICAM1"
"IL18",0,0.533492247351368,0.334,0.016,0,"3","IL18"
"FPR3",0,0.532117410282334,0.307,0.009,0,"3","FPR3"
"MFSD1",0,0.530998927488781,0.451,0.035,0,"3","MFSD1"
"IL3RA",0,0.524232412578913,0.255,0.01,0,"3","IL3RA"
"ARPC4",0,0.520976594353429,0.634,0.111,0,"3","ARPC4"
"PDXK",0,0.51925009227861,0.553,0.068,0,"3","PDXK"
"RAC11",0,0.518637982264009,0.849,0.194,0,"3","RAC1"
"ADGRE2",0,0.516935274947564,0.282,0.009,0,"3","ADGRE2"
"CD36",0,0.516189117080736,0.257,0.008,0,"3","CD36"
"CTSA",0,0.513041302365067,0.49,0.068,0,"3","CTSA"
"RIPK2",0,0.506417928727951,0.508,0.068,0,"3","RIPK2"
"CSF2RA",0,0.50312941495527,0.312,0.008,0,"3","CSF2RA"
"MYO1F",0,0.502307202182776,0.333,0.029,0,"3","MYO1F"
"MPEG1",0,0.502227097112776,0.252,0.011,0,"3","MPEG1"
"PRKAG2",0,0.50161950299132,0.356,0.039,0,"3","PRKAG2"
"PRCP",0,0.501353946486557,0.327,0.029,0,"3","PRCP"
"PLEKHB2",0,0.500598904181247,0.53,0.071,0,"3","PLEKHB2"
"SLC31A2",0,0.498685631290962,0.326,0.014,0,"3","SLC31A2"
"HEXB",0,0.497587577201022,0.454,0.034,0,"3","HEXB"
"PIK3AP1",0,0.494213452699086,0.318,0.024,0,"3","PIK3AP1"
"ARPC51",0,0.490788056450852,0.727,0.145,0,"3","ARPC5"
"TFEC",0,0.487813701272005,0.29,0.018,0,"3","TFEC"
"RABGEF1",0,0.487048050777761,0.383,0.041,0,"3","RABGEF1"
"CAP1",0,0.486129439896622,0.631,0.118,0,"3","CAP1"
"EAF1",0,0.483720333526319,0.308,0.028,0,"3","EAF1"
"IRAK3",0,0.48021704785686,0.307,0.013,0,"3","IRAK3"
"OGFRL1",0,0.479243737045165,0.406,0.038,0,"3","OGFRL1"
"TRAPPC51",0,0.474776412990934,0.67,0.119,0,"3","TRAPPC5"
"MAP2K3",0,0.473575579744941,0.488,0.072,0,"3","MAP2K3"
"KCTD12",0,0.471810063533401,0.462,0.04,0,"3","KCTD12"
"ATP6V0D11",0,0.471617209658167,0.607,0.092,0,"3","ATP6V0D1"
"VSIG4",0,0.469741026373523,0.294,0.014,0,"3","VSIG4"
"CORO1C",0,0.466781321674721,0.42,0.032,0,"3","CORO1C"
"TOM1",0,0.464391118668981,0.318,0.025,0,"3","TOM1"
"ARFGAP3",0,0.461268047681709,0.465,0.064,0,"3","ARFGAP3"
"SOAT1",0,0.460650623728443,0.386,0.033,0,"3","SOAT1"
"RAB13",0,0.457523143367519,0.39,0.031,0,"3","RAB13"
"HCK",0,0.45606784448159,0.329,0.016,0,"3","HCK"
"C9orf72",0,0.451108640554587,0.365,0.035,0,"3","C9orf72"
"GM2A",0,0.450345194569229,0.312,0.023,0,"3","GM2A"
"RASSF4",0,0.449066627172849,0.372,0.024,0,"3","RASSF4"
"CASP1",0,0.448855739503155,0.388,0.047,0,"3","CASP1"
"LHFPL2",0,0.447233332744283,0.257,0.01,0,"3","LHFPL2"
"CSF3R",0,0.444909975905522,0.305,0.01,0,"3","CSF3R"
"TMEM176A",0,0.440159528941991,0.326,0.024,0,"3","TMEM176A"
"ACTN1",0,0.438607539256359,0.415,0.025,0,"3","ACTN1"
"RHOQ",0,0.437222467050178,0.448,0.055,0,"3","RHOQ"
"DPYSL2",0,0.435556264168934,0.372,0.029,0,"3","DPYSL2"
"NQO2",0,0.431521868188212,0.283,0.022,0,"3","NQO2"
"TBXAS1",0,0.425301590638087,0.287,0.016,0,"3","TBXAS1"
"LACTB",0,0.424726159234914,0.368,0.036,0,"3","LACTB"
"TCIRG1",0,0.418781911653317,0.423,0.051,0,"3","TCIRG1"
"LGALS9",0,0.416535195536362,0.433,0.038,0,"3","LGALS9"
"FUOM",0,0.41481220486446,0.268,0.023,0,"3","FUOM"
"PDE4DIP",0,0.41369715232222,0.417,0.044,0,"3","PDE4DIP"
"HEXA",0,0.410682927235847,0.405,0.043,0,"3","HEXA"
"PTTG1IP",0,0.409306867742242,0.445,0.048,0,"3","PTTG1IP"
"IFNGR1",0,0.40788724153187,0.541,0.082,0,"3","IFNGR1"
"PAPSS2",0,0.406799017558274,0.264,0.01,0,"3","PAPSS2"
"MAN2B1",0,0.40647735833085,0.431,0.042,0,"3","MAN2B1"
"PLEKHO2",0,0.40209965442782,0.273,0.021,0,"3","PLEKHO2"
"SDSL",0,0.401910757392981,0.251,0.006,0,"3","SDSL"
"IL13RA1",0,0.399960971912113,0.374,0.024,0,"3","IL13RA1"
"ATP6AP1",0,0.3999244419218,0.483,0.049,0,"3","ATP6AP1"
"SQOR",0,0.399739646087411,0.338,0.032,0,"3","SQOR"
"MANBA",0,0.399217538283433,0.348,0.031,0,"3","MANBA"
"ITGA5",0,0.399209591257515,0.309,0.024,0,"3","ITGA5"
"NUP214",0,0.397788412471371,0.294,0.028,0,"3","NUP214"
"LRP1",0,0.397199646096786,0.383,0.019,0,"3","LRP1"
"RAB32",0,0.395706587186586,0.33,0.016,0,"3","RAB32"
"ENG",0,0.394280068234861,0.276,0.011,0,"3","ENG"
"TNFRSF1A",0,0.388221951187154,0.355,0.025,0,"3","TNFRSF1A"
"FOXO3",0,0.385411545321239,0.429,0.049,0,"3","FOXO3"
"ALCAM",0,0.385304525838209,0.37,0.036,0,"3","ALCAM"
"LAMTOR2",0,0.384843088606767,0.501,0.07,0,"3","LAMTOR2"
"C4orf48",0,0.384750083682505,0.484,0.069,0,"3","C4orf48"
"SPHK1",0,0.381048538374387,0.264,0.015,0,"3","SPHK1"
"RAB5C",0,0.378492330718788,0.513,0.079,0,"3","RAB5C"
"MMP19",0,0.378297877789482,0.279,0.023,0,"3","MMP19"
"MYD88",0,0.375497708828725,0.277,0.022,0,"3","MYD88"
"CD109",0,0.375264559639369,0.251,0.011,0,"3","CD109"
"ITGAM",0,0.372709996991771,0.3,0.014,0,"3","ITGAM"
"CREB5",0,0.37266580812293,0.275,0.014,0,"3","CREB5"
"SCO2",0,0.370592320719279,0.431,0.056,0,"3","SCO2"
"NCOA4",0,0.370077114723371,0.368,0.04,0,"3","NCOA4"
"IFNGR2",0,0.367760874777852,0.46,0.052,0,"3","IFNGR2"
"MCOLN1",0,0.366123651158907,0.297,0.017,0,"3","MCOLN1"
"PICALM",0,0.358696216064157,0.469,0.062,0,"3","PICALM"
"RNF144B",0,0.349310378281865,0.315,0.026,0,"3","RNF144B"
"RBM47",0,0.347334042452589,0.37,0.025,0,"3","RBM47"
"RIT1",0,0.340023907504875,0.43,0.058,0,"3","RIT1"
"LPCAT2",0,0.336653683134934,0.254,0.01,0,"3","LPCAT2"
"HEIH",0,0.333418673577378,0.313,0.029,0,"3","HEIH"
"OXSR1",0,0.330316441507102,0.391,0.047,0,"3","OXSR1"
"UBE2R2",0,0.32916949785966,0.484,0.068,0,"3","UBE2R2"
"SH3BP2",0,0.328949068114193,0.319,0.024,0,"3","SH3BP2"
"SLC8B1",0,0.325789137024148,0.272,0.02,0,"3","SLC8B1"
"TALDO1",0,0.324483959948555,0.546,0.089,0,"3","TALDO1"
"DRAM1",0,0.321226235345146,0.264,0.022,0,"3","DRAM1"
"LAMP2",0,0.32096501559838,0.53,0.065,0,"3","LAMP2"
"ALOX5",0,0.320118194660469,0.372,0.032,0,"3","ALOX5"
"VKORC1",0,0.311336313760978,0.412,0.054,0,"3","VKORC1"
"NAPA",0,0.310875327942395,0.469,0.06,0,"3","NAPA"
"GAA",0,0.30913044815831,0.288,0.018,0,"3","GAA"
"GNG10",0,0.30461719061548,0.427,0.05,0,"3","GNG10"
"TNFAIP2",0,0.30107981851005,0.341,0.037,0,"3","TNFAIP2"
"PEA15",0,0.29819813026975,0.51,0.072,0,"3","PEA15"
"CYFIP1",0,0.290399091665327,0.258,0.016,0,"3","CYFIP1"
"DENND5A",0,0.287871234678013,0.27,0.018,0,"3","DENND5A"
"FLOT1",0,0.272016902470457,0.448,0.056,0,"3","FLOT1"
"SH2B3",0,0.265973402337241,0.323,0.031,0,"3","SH2B3"
"CANX1",0,0.265886612230216,0.678,0.129,0,"3","CANX"
"COMT",0,0.261031958209034,0.423,0.05,0,"3","COMT"
"PHC2",0,0.259256771079982,0.315,0.03,0,"3","PHC2"
"QSOX1",0,0.254792983303391,0.316,0.025,0,"3","QSOX1"
"ODF3B",4.95518795997884e-307,0.263960973318422,0.311,0.031,1.46435714593295e-302,"3","ODF3B"
"CD164",2.27479083021804e-306,0.478489057470304,0.699,0.149,6.72246186146036e-302,"3","CD164"
"LCP11",3.08742439002622e-306,0.973874511640241,0.821,0.213,9.12395655740548e-302,"3","LCP1"
"ATP2B11",2.49782041026327e-304,0.950672677410734,0.596,0.116,7.38155887641003e-300,"3","ATP2B1"
"TPM41",1.14800889422741e-303,0.507189513937365,0.731,0.162,3.39259588422085e-299,"3","TPM4"
"GNG51",2.48651855010893e-303,0.477399637913124,0.814,0.205,7.3481596192819e-299,"3","GNG5"
"LFNG",5.01614719726525e-303,0.457651121718602,0.318,0.033,1.48237181973583e-298,"3","LFNG"
"NR4A31",1.25404017146767e-302,0.792922389677808,0.65,0.132,3.70593951472126e-298,"3","NR4A3"
"UBE2D1",2.0667669241997e-302,0.423697959213805,0.417,0.057,6.10770961439496e-298,"3","UBE2D1"
"LGALS1",7.94731529202714e-302,1.65212199520808,0.933,0.294,2.34859061509986e-297,"3","LGALS1"
"FTH11",8.06383306469744e-301,1.87677726145124,1,0.917,2.38302394727939e-296,"3","FTH1"
"RTN41",1.95201994691009e-300,0.366791126231162,0.746,0.169,5.7686093471087e-296,"3","RTN4"
"SNAI1",2.69871968180886e-300,0.315391932769582,0.305,0.031,7.97525640368154e-296,"3","SNAI1"
"LAMTOR4",6.12324538178945e-300,0.517822827717935,0.76,0.178,1.80954147522642e-295,"3","LAMTOR4"
"HES4",3.16308861936695e-299,0.749609323618005,0.497,0.079,9.34755948795322e-295,"3","HES4"
"HCST1",2.65598625902475e-297,0.951897599209728,0.743,0.171,7.84897059266995e-293,"3","HCST"
"AGTRAP",1.90178236830308e-296,0.418648443299901,0.305,0.031,5.62014725480925e-292,"3","AGTRAP"
"ANXA21",2.96098212285944e-295,0.392347592197651,0.835,0.205,8.7502943694742e-291,"3","ANXA2"
"MXD11",2.98166706912825e-294,0.376031706747095,0.617,0.12,8.8114225226878e-290,"3","MXD1"
"ZYX",4.28648993701562e-294,0.314192992328376,0.365,0.045,1.26674350618686e-289,"3","ZYX"
"CTSC1",3.7394728677069e-293,0.666978265449591,0.68,0.144,1.10508902186474e-288,"3","CTSC"
"ZNF267",6.05833226611725e-293,0.544231945907602,0.513,0.086,1.79035835128297e-288,"3","ZNF267"
"SAT2",6.6705836569321e-293,0.341900182807359,0.476,0.074,1.97129088229657e-288,"3","SAT2"
"CD631",5.41450673647394e-292,1.13341570944646,0.928,0.272,1.60009503076278e-287,"3","CD63"
"YBX31",3.48581710091288e-291,0.3627592980782,0.642,0.126,1.03012866966177e-286,"3","YBX3"
"CAPZB",2.35140598071856e-290,0.528726241305886,0.65,0.136,6.94887495421947e-286,"3","CAPZB"
"VAMP5",4.24188433799588e-290,0.691966587113435,0.417,0.06,1.25356165956454e-285,"3","VAMP5"
"SHKBP1",9.3647681384889e-289,0.349281190237111,0.297,0.03,2.76747628028624e-284,"3","SHKBP1"
"FKBP1A1",9.89746634065193e-288,0.261327723289959,0.583,0.11,2.92489925298946e-283,"3","FKBP1A"
"SMIM3",2.27443627046586e-287,0.326728268131211,0.251,0.022,6.72141406648072e-283,"3","SMIM3"
"ERP44",9.00572534351779e-286,0.365581886271364,0.44,0.065,2.66137195351638e-281,"3","ERP44"
"RILPL21",1.09369463820105e-285,0.757312906566552,0.577,0.111,3.23208639481176e-281,"3","RILPL2"
"PSMB31",1.48993420807682e-285,0.25527762386771,0.673,0.145,4.40305357170861e-281,"3","PSMB3"
"PGLS",2.47884728313485e-285,0.407180068402607,0.476,0.076,7.32548949112012e-281,"3","PGLS"
"ATP6V0E1",4.43713852031688e-285,0.618493096232269,0.806,0.209,1.31126317552404e-280,"3","ATP6V0E1"
"CNPY31",6.14795441866574e-285,0.465121607803706,0.436,0.065,1.8168434898041e-280,"3","CNPY3"
"RASSF3",1.63750646608604e-283,0.28778722352428,0.276,0.026,4.83915910857746e-279,"3","RASSF3"
"UQCRC1",3.0569508665801e-283,0.251799083208851,0.327,0.037,9.0339012009175e-279,"3","UQCRC1"
"OTUD1",4.82581647878606e-283,0.517668402292722,0.503,0.086,1.42612528581086e-278,"3","OTUD1"
"LYZ1",2.33407521877711e-282,1.99806183763327,0.922,0.302,6.89765908653011e-278,"3","LYZ"
"PTGS2",7.09844708716469e-282,0.443424019304469,0.257,0.023,2.09773308319891e-277,"3","PTGS2"
"COX8A1",3.47963812941839e-281,0.430123747983919,0.813,0.211,1.02830266000572e-276,"3","COX8A"
"FLNA1",8.44473656667883e-281,0.359895626680563,0.656,0.14,2.49558855018493e-276,"3","FLNA"
"HLA-DQB11",5.41384162418012e-279,1.1130332358699,0.86,0.229,1.59989847677771e-274,"3","HLA-DQB1"
"LSP11",2.36731476297615e-278,0.744342670156049,0.595,0.122,6.99588858754712e-274,"3","LSP1"
"FERMT3",3.79616250373721e-278,0.536927817051154,0.376,0.05,1.12184194310442e-273,"3","FERMT3"
"LRRFIP1",3.88580661002899e-278,0.709806925017383,0.717,0.171,1.14833356939577e-273,"3","LRRFIP1"
"M6PR",8.33606620221458e-278,0.269304198498579,0.494,0.082,2.46347428407845e-273,"3","M6PR"
"H2AFJ",1.65600517164468e-277,0.442024051857946,0.57,0.108,4.89382648324437e-273,"3","H2AFJ"
"CHMP2A",2.89427962648305e-277,0.27588732967489,0.546,0.1,8.5531751521827e-273,"3","CHMP2A"
"SKAP21",3.11088530322991e-277,0.372402098313827,0.399,0.056,9.19328824810502e-273,"3","SKAP2"
"SOCS3",1.69774742588243e-276,0.680089378962201,0.752,0.186,5.01718319296776e-272,"3","SOCS3"
"PRNP1",8.30286160902541e-276,0.461686521709407,0.556,0.105,2.45366166269919e-271,"3","PRNP"
"IL10RB",5.63035080622993e-274,0.308714671438662,0.286,0.029,1.66388127025707e-269,"3","IL10RB"
"MARCH2",8.72781768617476e-274,0.317960967082612,0.257,0.024,2.57924468261837e-269,"3","MARCH2"
"SERPINB6",2.62823568305616e-273,0.3080852924111,0.374,0.05,7.76696209056756e-269,"3","SERPINB6"
"RNF181",4.6673150698303e-273,0.325499206084862,0.477,0.079,1.37928494943625e-268,"3","RNF181"
"G0S21",1.49662745261737e-270,1.9316833968443,0.738,0.189,4.42283344797486e-266,"3","G0S2"
"UNC93B1",9.25534789042161e-270,0.282765302067768,0.294,0.032,2.73514040857739e-265,"3","UNC93B1"
"NRIP1",1.18992612233064e-269,0.466298944454628,0.345,0.044,3.51646967671151e-265,"3","NRIP1"
"AC100810.1",5.66294480188437e-269,0.371792720191053,0.265,0.026,1.67351344785287e-264,"3","AC100810.1"
"PLEKHM2",4.23644832853513e-267,0.307240126813261,0.272,0.027,1.2519552100487e-262,"3","PLEKHM2"
"STAB1",5.31877452736528e-267,0.257318939032132,0.259,0.025,1.57180424832699e-262,"3","STAB1"
"LTA4H",2.10185412003016e-266,0.295642187017781,0.352,0.046,6.21139929551313e-262,"3","LTA4H"
"PTPN6",2.92817275623541e-265,0.317490416401263,0.369,0.05,8.65333612922689e-261,"3","PTPN6"
"DPYD",6.76333076567092e-265,0.324911606870222,0.252,0.024,1.99869950787107e-260,"3","DPYD"
"ACTR2",1.26872506104375e-264,0.503747600606134,0.739,0.185,3.74933630039648e-260,"3","ACTR2"
"GNB2",1.54831368228381e-264,0.300673547649815,0.466,0.078,4.57557659388512e-260,"3","GNB2"
"S100A41",3.45282293215551e-264,1.49695462706269,0.863,0.268,1.02037823291059e-259,"3","S100A4"
"MYO1G",1.0275197639295e-263,0.423505353920343,0.322,0.039,3.03652640636445e-259,"3","MYO1G"
"THBS1",1.7535511936642e-263,1.35332792883209,0.363,0.05,5.18209448751645e-259,"3","THBS1"
"CARD161",3.24117145441823e-263,0.476829581308162,0.459,0.075,9.57830988209675e-259,"3","CARD16"
"PDE4A",8.15107738260342e-263,0.31748733096854,0.268,0.027,2.40880638810696e-258,"3","PDE4A"
"ETF1",1.5680087538411e-262,0.439619932213944,0.548,0.107,4.63377946935121e-258,"3","ETF1"
"ADAM8",1.70439305602771e-262,0.362243870806608,0.311,0.036,5.03682235917308e-258,"3","ADAM8"
"VASP1",7.80568648170331e-261,0.513160708385115,0.526,0.099,2.30673646907296e-256,"3","VASP"
"PTEN",8.97677203377639e-261,0.347285327251538,0.405,0.061,2.6528156714216e-256,"3","PTEN"
"TUBGCP2",2.27902960100875e-260,0.320750138526871,0.308,0.036,6.73498827690107e-256,"3","TUBGCP2"
"NUMB",3.54423745060596e-260,0.377732805554236,0.309,0.036,1.04739305140307e-255,"3","NUMB"
"GPX41",1.24043890866265e-258,0.654062874422412,0.903,0.285,3.66574506287985e-254,"3","GPX4"
"PHLDA2",1.57220227497927e-258,0.252498045685303,0.481,0.082,4.64617216301875e-254,"3","PHLDA2"
"CLIC1",1.48119505120244e-257,0.71232594465061,0.838,0.253,4.37722761531344e-253,"3","CLIC1"
"CD532",3.61873427339537e-257,0.604101508812203,0.721,0.178,1.0694083524738e-252,"3","CD53"
"C4orf3",8.36629950332492e-255,0.417492639368857,0.662,0.155,2.47240882922258e-250,"3","C4orf3"
"CD441",2.35022020274833e-253,1.00235871737067,0.856,0.269,6.94537074316185e-249,"3","CD44"
"PRELID1",3.48612126114917e-253,0.344522775671064,0.634,0.142,1.0302185550948e-248,"3","PRELID1"
"RBPJ1",1.03326803966608e-252,0.490584055407153,0.58,0.119,3.05351371082121e-248,"3","RBPJ"
"ELOB1",1.51341913671882e-252,0.369963685935054,0.796,0.216,4.47245623283146e-248,"3","ELOB"
"RNF149",1.59092992327716e-252,0.470406654375422,0.501,0.093,4.70151610926865e-248,"3","RNF149"
"P4HA1",4.64659137168118e-252,0.443992353940823,0.376,0.055,1.37316068215922e-247,"3","P4HA1"
"RNH11",5.5578054356199e-252,0.273629557262769,0.502,0.093,1.64244266233439e-247,"3","RNH1"
"BACH11",2.55803574083262e-251,0.499113892220295,0.498,0.092,7.55950722130857e-247,"3","BACH1"
"NOP10",8.8691955133151e-251,0.407831465779507,0.662,0.154,2.62102465809488e-246,"3","NOP10"
"MIR22HG",1.90781170297236e-250,0.27518228130522,0.333,0.043,5.63796514462391e-246,"3","MIR22HG"
"NAMPT1",4.67658699744476e-250,1.12445064270099,0.868,0.273,1.38202498948487e-245,"3","NAMPT"
"CAPZA2",2.00832823625766e-249,0.265821045358239,0.513,0.096,5.93501160378865e-245,"3","CAPZA2"
"CSTB1",4.20276533807187e-249,1.62392557260259,0.882,0.287,1.242001212707e-244,"3","CSTB"
"RHOA",2.59390286618898e-248,0.488062968424031,0.831,0.242,7.66550175016169e-244,"3","RHOA"
"ATP2B1-AS11",2.90272905889317e-248,0.647130807920696,0.394,0.061,8.57814491484108e-244,"3","ATP2B1-AS1"
"ZBTB43",3.61470359885227e-247,0.31531455841671,0.327,0.042,1.06821720753282e-242,"3","ZBTB43"
"ATP6V0C",3.62168471357991e-247,0.667889429054855,0.907,0.296,1.07028026655713e-242,"3","ATP6V0C"
"JARID2",5.22100652076433e-247,0.45755537599019,0.402,0.063,1.54291184701628e-242,"3","JARID2"
"ACTR3",7.7674732120602e-247,0.353909972017615,0.689,0.167,2.29544368362803e-242,"3","ACTR3"
"HLA-DPB12",1.20792703870372e-246,1.46694382316742,0.906,0.298,3.56966598477723e-242,"3","HLA-DPB1"
"CTSD1",1.80259201736069e-246,1.25796494168381,0.882,0.268,5.3270199297043e-242,"3","CTSD"
"TMEM219",6.39255167039522e-246,0.288833226560135,0.492,0.091,1.8891268696352e-241,"3","TMEM219"
"UQCR11",2.19948298537933e-244,0.434728163563107,0.736,0.194,6.49991211839298e-240,"3","UQCR11"
"VAPA",3.49384130829201e-244,0.339585249821689,0.657,0.155,1.03249998342645e-239,"3","VAPA"
"DAZAP2",4.82015997993168e-244,0.284995018097992,0.664,0.156,1.42445367726941e-239,"3","DAZAP2"
"BRK1",6.75515162459072e-244,0.301174981837941,0.556,0.115,1.99628240809905e-239,"3","BRK1"
"OSBPL8",2.56899073072659e-243,0.470829258262387,0.505,0.097,7.59188140744321e-239,"3","OSBPL8"
"CYBA1",9.48943444645614e-243,1.19420630469598,0.914,0.337,2.80431766761672e-238,"3","CYBA"
"ELL2",1.77905896307337e-242,0.520702285011837,0.65,0.157,5.25747504767442e-238,"3","ELL2"
"ATF5",1.87012679005008e-242,0.357954996585307,0.287,0.034,5.52659868995599e-238,"3","ATF5"
"FTL1",6.36456143848516e-242,1.98890003682614,1,0.959,1.88085519630113e-237,"3","FTL"
"SOD21",9.46257518470492e-242,1.67616267236673,0.911,0.345,2.796380218584e-237,"3","SOD2"
"MSN1",1.65196397157303e-241,0.483161466405904,0.616,0.138,4.88188392879261e-237,"3","MSN"
"C1QA",2.79329686685065e-240,1.58935284795242,0.537,0.11,8.25475090091705e-236,"3","C1QA"
"GLRX",7.97828369344324e-240,0.485509663473423,0.448,0.079,2.35774239708635e-235,"3","GLRX"
"LIPA",2.17953900096052e-239,0.286883055515749,0.261,0.028,6.44097365563852e-235,"3","LIPA"
"CSGALNACT2",2.50098356266204e-239,0.421668805365931,0.381,0.059,7.39090662437885e-235,"3","CSGALNACT2"
"ARPC31",4.26840134300989e-239,0.739514738148082,0.902,0.308,1.26139796488628e-234,"3","ARPC3"
"HLA-DPA12",8.92089428362064e-239,1.55152277172864,0.91,0.317,2.63630267869557e-234,"3","HLA-DPA1"
"CARD19",4.99814541165588e-238,0.306229333366262,0.311,0.04,1.47705193205254e-233,"3","CARD19"
"HLA-DQA11",5.09773274782709e-238,1.10248564117736,0.778,0.206,1.50648198163786e-233,"3","HLA-DQA1"
"DBNL",5.02211002048676e-237,0.260476226750049,0.383,0.059,1.48413395325425e-232,"3","DBNL"
"CALM31",5.95206574965911e-237,0.251052538439037,0.569,0.12,1.75895447033926e-232,"3","CALM3"
"CHMP1B",3.1782036567224e-236,0.98210018462045,0.742,0.206,9.39222744634602e-232,"3","CHMP1B"
"SEC11A",8.6174137124734e-236,0.252837235648719,0.605,0.135,2.54661810031014e-231,"3","SEC11A"
"SLC2A31",1.74624201958563e-234,1.13010718207423,0.785,0.234,5.16049441627946e-230,"3","SLC2A3"
"AZI2",1.96177970655121e-232,0.257088478355732,0.288,0.035,5.79745138880014e-228,"3","AZI2"
"TAOK3",1.22051951240971e-229,0.409011951088332,0.43,0.076,3.60687926307317e-225,"3","TAOK3"
"NDRG1",1.76120937119724e-228,0.286403612214079,0.465,0.087,5.2047259337621e-224,"3","NDRG1"
"SH3BGRL31",1.92598289292054e-228,1.28891863095719,0.943,0.374,5.69166464515879e-224,"3","SH3BGRL3"
"RIOK3",2.48691608312247e-228,0.31571974009537,0.445,0.081,7.34933440884351e-224,"3","RIOK3"
"GZF1",1.06698394637199e-227,0.365479991843417,0.258,0.029,3.1531509583185e-223,"3","GZF1"
"ARHGAP26",6.22862851638913e-227,0.31844700199648,0.277,0.033,1.84068429916331e-222,"3","ARHGAP26"
"FYB11",1.44629203790644e-224,0.676309254193169,0.605,0.14,4.2740822304211e-220,"3","FYB1"
"RAPGEF1",1.70912382760271e-223,0.31469460324313,0.379,0.061,5.05080273533152e-219,"3","RAPGEF1"
"ERGIC1",2.16543798170056e-222,0.264066595070451,0.273,0.033,6.39930232352149e-218,"3","ERGIC1"
"PNPLA8",1.96613311951375e-221,0.462904705436153,0.546,0.12,5.81031659478703e-217,"3","PNPLA8"
"ARPC21",9.152236088308e-221,0.5501943424225,0.859,0.276,2.70466880881678e-216,"3","ARPC2"
"FNDC3A",2.92879209297547e-220,0.321604089991489,0.343,0.052,8.65516639316112e-216,"3","FNDC3A"
"TWF2",3.05748550270429e-220,0.331995447102703,0.312,0.043,9.03548115759171e-216,"3","TWF2"
"ETV3",2.39505715737786e-219,0.312269423351316,0.338,0.05,7.07787291148306e-215,"3","ETV3"
"NFE2L2",3.27138315129454e-219,0.524763117698051,0.639,0.162,9.66759148870562e-215,"3","NFE2L2"
"CAST1",1.29480184799065e-218,0.409336008772183,0.681,0.177,3.82639842118196e-214,"3","CAST"
"DNASE2",1.55413913527757e-217,0.289706702187894,0.27,0.033,4.59279197257228e-213,"3","DNASE2"
"UBE2J1",2.22432464818864e-217,0.308294329375116,0.39,0.066,6.57332420032706e-213,"3","UBE2J1"
"ENO11",1.52042245134314e-216,0.336089715536207,0.821,0.25,4.49315242820926e-212,"3","ENO1"
"GABARAPL11",2.02063457849939e-216,0.46443525704157,0.562,0.127,5.97137930638141e-212,"3","GABARAPL1"
"NFKBIE",2.10816360268293e-216,0.316459809988199,0.347,0.053,6.2300450786486e-212,"3","NFKBIE"
"NDUFB21",1.30776023745515e-215,0.267943989850755,0.691,0.185,3.86469305372746e-211,"3","NDUFB2"
"MAP1LC3B",1.48655111067016e-215,0.575100213654382,0.8,0.244,4.39305584225247e-211,"3","MAP1LC3B"
"TMED5",7.62559770789273e-215,0.301329197930842,0.429,0.079,2.25351663463646e-210,"3","TMED5"
"GCA",5.37415447227526e-213,0.27729622204793,0.287,0.038,1.58817012964679e-208,"3","GCA"
"ARL4A2",1.57152569541289e-212,0.624275934993864,0.619,0.156,4.64417273508419e-208,"3","ARL4A"
"YWHAH1",3.98129702874817e-212,0.256249578151398,0.537,0.118,1.17655289793566e-207,"3","YWHAH"
"BMP2K",1.22363972770286e-211,0.33028662723294,0.257,0.031,3.6161001233075e-207,"3","BMP2K"
"HCLS1",2.54598469799087e-211,0.400809670874842,0.488,0.101,7.52389397950261e-207,"3","HCLS1"
"MARCKS2",3.43330612811327e-211,0.264127619072138,0.58,0.131,1.01461062698003e-206,"3","MARCKS"
"IGFLR1",3.55007479008573e-210,0.386246145860382,0.399,0.07,1.04911810196613e-205,"3","IGFLR1"
"ERO1A",3.56899772632337e-209,0.325070279366167,0.34,0.053,1.05471020808308e-204,"3","ERO1A"
"NDUFA2",1.18734671276534e-207,0.258248334834229,0.545,0.122,3.50884700556412e-203,"3","NDUFA2"
"CMTM61",8.43053004126512e-207,0.340893505787046,0.592,0.142,2.49139023779467e-202,"3","CMTM6"
"EHD1",5.53931597282603e-206,0.517274753768687,0.436,0.086,1.63697865628955e-201,"3","EHD1"
"ATP6V1G1",2.94304192672824e-205,0.318322441684876,0.736,0.212,8.69727750186729e-201,"3","ATP6V1G1"
"GMFG1",7.19078845560375e-205,0.563821568368258,0.646,0.169,2.12502180440002e-200,"3","GMFG"
"RNF19B",1.81104599277686e-204,0.255257808526549,0.287,0.039,5.35200311785418e-200,"3","RNF19B"
"ALOX5AP",8.33325084637788e-204,0.907667088093348,0.624,0.165,2.46264229012159e-199,"3","ALOX5AP"
"RHOG1",1.37006695969135e-203,0.343131059654875,0.48,0.099,4.04882187927988e-199,"3","RHOG"
"FNIP1",4.26460396001863e-203,0.287594762898791,0.35,0.057,1.26027576226471e-198,"3","FNIP1"
"LRPAP1",7.04190894777647e-202,0.460493869725225,0.455,0.094,2.0810249322469e-197,"3","LRPAP1"
"NDUFA11",1.17106381207556e-201,0.260944562335568,0.599,0.149,3.46072777744569e-197,"3","NDUFA11"
"PLEKHO1",1.26175837865112e-201,0.502124061561578,0.405,0.076,3.72874836058978e-197,"3","PLEKHO1"
