"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARL4A1",1.24825790538648e-298,0.310924325743874,0.502,0.144,3.68885176199813e-294,"2","ARL4A"
"BBX",1.51131106033801e-298,0.259780715334616,0.35,0.077,4.4662264455109e-294,"2","BBX"
"RPL51",2.3219101280492e-297,0.854007097941149,0.996,0.476,6.861708810411e-293,"2","RPL5"
"NT5C3A",1.08844096142944e-296,0.316086167447411,0.295,0.056,3.21656072921629e-292,"2","NT5C3A"
"NR1H2",2.17116545320205e-296,0.302007075850911,0.302,0.059,6.41622814730271e-292,"2","NR1H2"
"CCDC85B1",4.41908770502763e-294,0.317112865528717,0.423,0.109,1.30592879858976e-289,"2","CCDC85B"
"P2RY101",8.25079883099961e-294,0.494722558912865,0.352,0.078,2.438276070537e-289,"2","P2RY10"
"RPL211",3.99563903278786e-293,0.759183348497044,1,0.647,1.18079124696947e-288,"2","RPL21"
"MOB3A",1.00549723554497e-291,0.254824875093557,0.258,0.044,2.97144543048251e-287,"2","MOB3A"
"NIN",1.92684852153395e-291,0.313509912620145,0.253,0.043,5.69422275083714e-287,"2","NIN"
"G3BP21",7.46844247496844e-290,0.305568985612586,0.491,0.141,2.20707412020267e-285,"2","G3BP2"
"CCDC107",4.56484646724437e-286,0.253626200174503,0.411,0.106,1.34900342800006e-281,"2","CCDC107"
"RHOG",1.44334654634199e-284,0.291719009010499,0.372,0.09,4.26537771374984e-280,"2","RHOG"
"NRBF2",1.04709813275471e-283,0.342304595114618,0.298,0.06,3.09438440191672e-279,"2","NRBF2"
"GCC21",1.668399502928e-282,0.251923440289414,0.462,0.129,4.93045421105283e-278,"2","GCC2"
"RPS20",2.81764738110338e-280,0.699441312505618,0.993,0.463,8.32671154063671e-276,"2","RPS20"
"RPS91",1.13541787198843e-278,0.85389455576137,0.998,0.505,3.3553868953002e-274,"2","RPS9"
"FOXP11",1.10784449158679e-272,0.290515633234688,0.456,0.13,3.27390204153728e-268,"2","FOXP1"
"IER51",1.66720952208943e-271,0.317991026376267,0.93,0.384,4.92693757967868e-267,"2","IER5"
"CD271",5.38113360219145e-271,0.420567229683777,0.292,0.059,1.59023260211962e-266,"2","CD27"
"NUDT4",4.93579830691141e-268,0.252241561042927,0.371,0.093,1.45862711565846e-263,"2","NUDT4"
"RPL22",8.71063538838859e-268,0.576665945284331,0.992,0.437,2.5741669699766e-263,"2","RPL22"
"RPL8",2.20120822635472e-265,0.78642210517469,0.998,0.549,6.50501055052348e-261,"2","RPL8"
"HSP90AA11",2.84219373386608e-265,0.825363416456985,0.999,0.894,8.39925092232104e-261,"2","HSP90AA1"
"TP53INP1",8.93811907443881e-265,0.34210596135003,0.259,0.049,2.64139294887816e-260,"2","TP53INP1"
"NGLY1",1.4051776917475e-263,0.335256551684608,0.267,0.052,4.15258111465221e-259,"2","NGLY1"
"CNTRL",3.51293909784717e-262,0.293748316158561,0.25,0.046,1.0381437621958e-257,"2","CNTRL"
"CDC40",1.43277163388168e-260,0.257626328016253,0.281,0.058,4.23412673244715e-256,"2","CDC40"
"RALGAPA11",3.54964071130697e-258,0.361005064850483,0.36,0.09,1.04898982300544e-253,"2","RALGAPA1"
"PPP3CA",3.86997874002541e-257,0.2612413661964,0.253,0.048,1.14365611725231e-252,"2","PPP3CA"
"RPL361",8.36604311621481e-257,0.769933346000879,0.997,0.494,2.4723330617038e-252,"2","RPL36"
"RPL151",1.53916232491032e-254,0.796699366722167,0.998,0.52,4.54853250257499e-250,"2","RPL15"
"ATP2B1-AS1",1.39556604273584e-253,0.363876938775228,0.271,0.055,4.12417676949296e-249,"2","ATP2B1-AS1"
"RPL23",2.70021592967085e-253,0.503634165794513,0.988,0.438,7.97967811536329e-249,"2","RPL23"
"VAMP21",1.1257168610598e-251,0.259676646473695,0.433,0.125,3.32671846780393e-247,"2","VAMP2"
"IKZF31",1.59192367522625e-251,0.419619402809619,0.285,0.06,4.7044528450286e-247,"2","IKZF3"
"RPS71",8.85615227567044e-251,0.768239621324444,0.998,0.546,2.61717012050613e-246,"2","RPS7"
"RPL351",3.40800532406536e-245,0.715012617708981,0.999,0.47,1.00713373336779e-240,"2","RPL35"
"BTG11",1.39030117687476e-244,0.738760277208982,0.994,0.435,4.10861803790029e-240,"2","BTG1"
"RPL381",4.82444121066621e-243,0.592780739664088,0.998,0.462,1.42571886657608e-238,"2","RPL38"
"PCED1B-AS11",2.06479236464321e-242,0.304651361955463,0.429,0.124,6.10187439599361e-238,"2","PCED1B-AS1"
"ZNRD1",5.26182018712975e-239,0.390563641902343,0.308,0.073,1.55497310170058e-234,"2","ZNRD1"
"BRAF1",1.13729205528714e-238,0.318376139994733,0.318,0.077,3.36092548178454e-234,"2","BRAF"
"CWF19L2",1.06258011960326e-237,0.311412470248987,0.26,0.053,3.14013676945156e-233,"2","CWF19L2"
"CCNH1",6.08157517777788e-234,0.263182323573101,0.456,0.141,1.79722709653692e-229,"2","CCNH"
"ARHGAP151",1.03463996893162e-229,0.380498734956345,0.281,0.063,3.05756803618673e-225,"2","ARHGAP15"
"RPS21",3.84394616381969e-223,0.685370378812988,0.999,0.537,1.135962970332e-218,"2","RPS21"
"JUND1",1.36694606876674e-212,0.697684849339793,0.999,0.664,4.03959902241946e-208,"2","JUND"
"CEMIP21",6.30595524811207e-207,0.401694494604498,0.36,0.104,1.86353589492208e-202,"2","CEMIP2"
"HCG18",1.93696534497503e-205,0.270108017335608,0.251,0.056,5.7241199874702e-201,"2","HCG18"
"MT-ATP61",2.11992045333446e-203,0.54088063993327,1,0.795,6.264788923694e-199,"2","MT-ATP6"
"MT-CO11",7.95590596948531e-203,0.549191033243599,1,0.779,2.3511293321023e-198,"2","MT-CO1"
"DOCK81",1.55015103610166e-202,0.275166576501575,0.292,0.074,4.58100634188764e-198,"2","DOCK8"
"RPL36A",7.55446663106189e-201,0.404765385597676,0.993,0.462,2.23249597881141e-196,"2","RPL36A"
"ORAI1",4.27325890485294e-199,0.30161688308944,0.263,0.063,1.26283347156214e-194,"2","ORAI1"
"HLA-C1",1.67852558222919e-198,0.324995159498701,0.982,0.402,4.96037880060372e-194,"2","HLA-C"
"RPL371",1.41615813152165e-188,0.602467462920545,1,0.602,4.18503051027277e-184,"2","RPL37"
"DNAJA11",3.75661941070669e-178,0.508506079845853,0.97,0.46,1.11015616825204e-173,"2","DNAJA1"
"RPL61",8.17216887260906e-177,0.584082726699717,0.998,0.503,2.41503934523343e-172,"2","RPL6"
"RPL241",5.50602827295206e-175,0.611940239246802,0.997,0.511,1.62714147522279e-170,"2","RPL24"
"HSPD11",2.48402611183645e-171,0.562877105245098,0.962,0.484,7.34079396569908e-167,"2","HSPD1"
"MT-CO2",3.9224068795388e-169,0.501495430508913,1,0.739,1.15914968104131e-164,"2","MT-CO2"
"RPLP0",3.62937171662108e-168,0.315143760420282,0.988,0.467,1.07255192969586e-163,"2","RPLP0"
"RPL35A1",1.17908036368708e-166,0.56992617426461,0.999,0.562,3.48441829076805e-162,"2","RPL35A"
"RPL37A",1.11976137256104e-163,0.474034337801521,0.998,0.508,3.30911880819237e-159,"2","RPL37A"
"AC016831.51",1.96678171004142e-161,0.271171133011444,0.31,0.095,5.8122333095144e-157,"2","AC016831.5"
"EIF11",2.05888595772854e-156,0.560451936294821,0.999,0.642,6.08441978227937e-152,"2","EIF1"
"RPS191",1.31378279755778e-151,0.556728369635754,0.999,0.633,3.88249092334275e-147,"2","RPS19"
"GYPC1",1.33571538445733e-151,0.250427406705465,0.312,0.1,3.94730610414832e-147,"2","GYPC"
"AC025164.11",4.59783408080314e-151,0.293729519544217,0.259,0.074,1.35875192755894e-146,"2","AC025164.1"
"NACA",9.8881836203573e-148,0.447375828757828,0.997,0.519,2.92215602348799e-143,"2","NACA"
"MT-CO3",2.17512273114621e-145,0.470841615976079,0.999,0.68,6.42792269508328e-141,"2","MT-CO3"
"UBA52",9.20666539999048e-145,0.482044669603827,0.999,0.523,2.72075375900519e-140,"2","UBA52"
"TPT11",3.59409830239596e-139,0.420020231300053,1,0.812,1.06212793032406e-134,"2","TPT1"
"RPS241",2.83750682434087e-131,0.49885280017414,0.999,0.613,8.38540016729213e-127,"2","RPS24"
"HSPH11",1.26992401043262e-129,0.434208675235804,0.958,0.506,3.75287943563049e-125,"2","HSPH1"
"HSPE11",3.2597384923743e-107,0.444445666795403,0.986,0.598,9.63317919266454e-103,"2","HSPE1"
"MT-CYB1",5.15626780811666e-107,0.423607518366546,0.999,0.619,1.52378026265464e-102,"2","MT-CYB"
"PTMA1",4.82067517898459e-85,0.364030359211152,1,0.669,1.42460592889353e-80,"2","PTMA"
"HLA-A1",5.274226488928e-79,0.269485892793442,0.993,0.504,1.558639412008e-74,"2","HLA-A"
"MT-ND4",1.66064936188714e-72,0.309203677731114,0.999,0.629,4.90755099424888e-68,"2","MT-ND4"
"S100A9",0,3.00351485807904,0.799,0.084,0,"3","S100A9"
"S100A8",0,2.67150057326105,0.606,0.034,0,"3","S100A8"
"AIF1",0,2.38519448975195,0.9,0.072,0,"3","AIF1"
"TYROBP1",0,2.27958117504858,0.974,0.146,0,"3","TYROBP"
"EREG",0,2.18777392721128,0.528,0.039,0,"3","EREG"
"IFI301",0,2.17149489549225,0.958,0.205,0,"3","IFI30"
"TIMP11",0,2.08311627217333,0.835,0.196,0,"3","TIMP1"
"CD68",0,2.04305071484268,0.867,0.05,0,"3","CD68"
"FCER1G",0,2.02437362360483,0.928,0.105,0,"3","FCER1G"
"C15orf48",0,1.99798692658211,0.821,0.124,0,"3","C15orf48"
"IL1RN",0,1.92676372620433,0.559,0.029,0,"3","IL1RN"
"PLAUR",0,1.92584365316509,0.867,0.125,0,"3","PLAUR"
"FCN1",0,1.87886509039687,0.438,0.008,0,"3","FCN1"
"CD14",0,1.86229735099053,0.682,0.035,0,"3","CD14"
"CST31",0,1.8063347184912,0.943,0.209,0,"3","CST3"
"CTSS1",0,1.77818937234975,0.878,0.148,0,"3","CTSS"
"C5AR1",0,1.77146302361833,0.657,0.034,0,"3","C5AR1"
"VCAN",0,1.68541885075978,0.537,0.031,0,"3","VCAN"
"PLIN2",0,1.66798401429032,0.809,0.202,0,"3","PLIN2"
"HLA-DQA2",0,1.64574111076911,0.426,0.034,0,"3","HLA-DQA2"
"LST1",0,1.5813522408007,0.788,0.061,0,"3","LST1"
"PPIF",0,1.5739560054209,0.735,0.093,0,"3","PPIF"
"LAPTM51",0,1.5731243888115,0.926,0.263,0,"3","LAPTM5"
"IL1B",0,1.56963001875254,0.567,0.075,0,"3","IL1B"
"BCL2A11",0,1.56777525086217,0.845,0.165,0,"3","BCL2A1"
"OLR1",0,1.56267980904358,0.779,0.087,0,"3","OLR1"
"TYMP1",0,1.54515235699841,0.85,0.156,0,"3","TYMP"
"PLEK",0,1.52339807877624,0.702,0.061,0,"3","PLEK"
"AC020656.1",0,1.51889166208006,0.54,0.011,0,"3","AC020656.1"
"C1QC",0,1.48116550534746,0.402,0.039,0,"3","C1QC"
"BRI31",0,1.46427010520023,0.889,0.157,0,"3","BRI3"
"CTSB1",0,1.42952010963336,0.925,0.209,0,"3","CTSB"
"INHBA",0,1.40519625568976,0.325,0.027,0,"3","INHBA"
"FCGR2A",0,1.40505268699939,0.761,0.051,0,"3","FCGR2A"
"CYBB1",0,1.40452763737206,0.699,0.055,0,"3","CYBB"
"UPP11",0,1.38825201071817,0.798,0.112,0,"3","UPP1"
"LITAF",0,1.38202025765296,0.832,0.166,0,"3","LITAF"
"HLA-DRB5",0,1.36173421216906,0.621,0.086,0,"3","HLA-DRB5"
"SMIM25",0,1.35150116623417,0.533,0.01,0,"3","SMIM25"
"TREM1",0,1.34840949709715,0.535,0.013,0,"3","TREM1"
"SLC11A1",0,1.33935821202118,0.675,0.044,0,"3","SLC11A1"
"FCGR3A",0,1.32691621356658,0.594,0.034,0,"3","FCGR3A"
"MS4A6A",0,1.32402863055346,0.637,0.042,0,"3","MS4A6A"
"IGSF6",0,1.32238820633186,0.57,0.023,0,"3","IGSF6"
"GSTO1",0,1.31985659594456,0.798,0.104,0,"3","GSTO1"
"HBEGF",0,1.31842926752395,0.598,0.043,0,"3","HBEGF"
"ITGB2",0,1.31426581303626,0.804,0.11,0,"3","ITGB2"
"ZEB2",0,1.31288220128649,0.759,0.104,0,"3","ZEB2"
"CEBPB1",0,1.30698260230359,0.902,0.237,0,"3","CEBPB"
"C1orf162",0,1.29659668806529,0.709,0.057,0,"3","C1orf162"
"THBD",0,1.28359808702739,0.588,0.04,0,"3","THBD"
"RETN",0,1.27378171756552,0.264,0.005,0,"3","RETN"
"COTL1",0,1.27292858704359,0.835,0.186,0,"3","COTL1"
"EMP31",0,1.26712082374603,0.822,0.193,0,"3","EMP3"
"SLC16A10",0,1.25807404476109,0.477,0.022,0,"3","SLC16A10"
"LIMS1",0,1.2490660938666,0.749,0.099,0,"3","LIMS1"
"MS4A7",0,1.24548895403284,0.664,0.039,0,"3","MS4A7"
"GABARAP",0,1.24157747559345,0.899,0.211,0,"3","GABARAP"
"PSAP1",0,1.23472878954507,0.9,0.215,0,"3","PSAP"
"SDS",0,1.22701702983038,0.398,0.025,0,"3","SDS"
"NCF2",0,1.22178185936201,0.601,0.017,0,"3","NCF2"
"PHACTR11",0,1.21390349015411,0.62,0.061,0,"3","PHACTR1"
"TNFRSF1B1",0,1.21000487283144,0.62,0.086,0,"3","TNFRSF1B"
"CFD",0,1.19297183330984,0.501,0.026,0,"3","CFD"
"FBP1",0,1.18701983531875,0.49,0.03,0,"3","FBP1"
"MRC1",0,1.17802011641192,0.476,0.027,0,"3","MRC1"
"BNIP3L",0,1.17408870685765,0.673,0.08,0,"3","BNIP3L"
"SNX10",0,1.17350839122268,0.485,0.034,0,"3","SNX10"
"BASP12",0,1.16158349667459,0.72,0.139,0,"3","BASP1"
"ETS2",0,1.15640147908587,0.706,0.058,0,"3","ETS2"
"NPC21",0,1.15635957967076,0.907,0.17,0,"3","NPC2"
"LUCAT1",0,1.1492314906591,0.376,0.015,0,"3","LUCAT1"
"SPI1",0,1.14532270059121,0.689,0.034,0,"3","SPI1"
"CPVL",0,1.14233262896024,0.49,0.015,0,"3","CPVL"
"ZFYVE16",0,1.13935061377042,0.566,0.042,0,"3","ZFYVE16"
"EFHD2",0,1.12991300596028,0.793,0.125,0,"3","EFHD2"
"ATP6V1F1",0,1.12985734860248,0.824,0.152,0,"3","ATP6V1F"
"ASAH11",0,1.11715408162246,0.779,0.102,0,"3","ASAH1"
"TGFBI",0,1.11439092562112,0.589,0.03,0,"3","TGFBI"
"GLUL1",0,1.11275673045958,0.872,0.207,0,"3","GLUL"
"METRNL1",0,1.10096444701926,0.725,0.12,0,"3","METRNL"
"MNDA",0,1.08566745132712,0.467,0.026,0,"3","MNDA"
"FNIP2",0,1.08490843729684,0.563,0.032,0,"3","FNIP2"
"LGALS31",0,1.07929865382604,0.832,0.194,0,"3","LGALS3"
"SERPINA1",0,1.07411623828711,0.759,0.067,0,"3","SERPINA1"
"TSPO1",0,1.07176423647805,0.82,0.166,0,"3","TSPO"
"CLEC4E",0,1.06919009979183,0.37,0.005,0,"3","CLEC4E"
"AQP9",0,1.05835050148249,0.409,0.008,0,"3","AQP9"
"CAPG1",0,1.05195713620751,0.742,0.122,0,"3","CAPG"
"HMOX1",0,1.05054166087057,0.534,0.045,0,"3","HMOX1"
"CXCL16",0,1.0401205701036,0.628,0.033,0,"3","CXCL16"
"RNASEK",0,1.03395744970036,0.925,0.272,0,"3","RNASEK"
"CSTA",0,1.03094381392383,0.512,0.014,0,"3","CSTA"
"MCEMP1",0,1.02796876816878,0.347,0.007,0,"3","MCEMP1"
"GPCPD11",0,1.02637925442189,0.703,0.12,0,"3","GPCPD1"
"GK",0,1.02515889709839,0.594,0.05,0,"3","GK"
"MGAT1",0,1.00635551144574,0.741,0.078,0,"3","MGAT1"
"NINJ1",0,1.00556481902285,0.7,0.101,0,"3","NINJ1"
"HLA-DMA2",0,0.997227645194027,0.739,0.123,0,"3","HLA-DMA"
"CALHM6",0,0.993982117075397,0.472,0.027,0,"3","CALHM6"
"RNASET21",0,0.981388459088063,0.727,0.157,0,"3","RNASET2"
"MARCO",0,0.978061984473637,0.37,0.023,0,"3","MARCO"
"FCGRT",0,0.974820147854727,0.712,0.07,0,"3","FCGRT"
"PYCARD",0,0.970451333454833,0.645,0.073,0,"3","PYCARD"
"PPT1",0,0.969995446263304,0.578,0.04,0,"3","PPT1"
"ANXA51",0,0.968760552775916,0.874,0.166,0,"3","ANXA5"
"HIF1A1",0,0.965953546736815,0.793,0.169,0,"3","HIF1A"
"FCGR2B",0,0.936911369257694,0.445,0.035,0,"3","FCGR2B"
"FGL2",0,0.936281367104583,0.469,0.029,0,"3","FGL2"
"DSE",0,0.934180349721898,0.549,0.04,0,"3","DSE"
"MAFB",0,0.931433612181022,0.581,0.052,0,"3","MAFB"
"CTSZ1",0,0.92848305385151,0.856,0.179,0,"3","CTSZ"
"RNASE6",0,0.916880490511793,0.422,0.018,0,"3","RNASE6"
"INSIG11",0,0.913320376469891,0.587,0.108,0,"3","INSIG1"
"GPNMB",0,0.910862575115996,0.523,0.081,0,"3","GPNMB"
"CD86",0,0.904866873081114,0.527,0.025,0,"3","CD86"
"CLEC7A",0,0.898154323046219,0.57,0.023,0,"3","CLEC7A"
"FPR1",0,0.894610880686946,0.374,0.005,0,"3","FPR1"
"RNF130",0,0.884639205243004,0.578,0.031,0,"3","RNF130"
"VAMP8",0,0.875116022195334,0.748,0.156,0,"3","VAMP8"
"GNAI2",0,0.8720035263855,0.779,0.176,0,"3","GNAI2"
"RAB31",0,0.865332837396174,0.515,0.024,0,"3","RAB31"
"CD300E",0,0.86074198869895,0.35,0.009,0,"3","CD300E"
"CTSL",0,0.860391553449025,0.635,0.09,0,"3","CTSL"
"PLXDC2",0,0.854144455885594,0.516,0.017,0,"3","PLXDC2"
"MMP9",0,0.853449025692587,0.362,0.033,0,"3","MMP9"
"ANPEP",0,0.851982639045606,0.408,0.012,0,"3","ANPEP"
"KYNU",0,0.850716085828477,0.487,0.028,0,"3","KYNU"
"CD93",0,0.847871861370284,0.351,0.007,0,"3","CD93"
"RASGEF1B1",0,0.846845479627025,0.671,0.113,0,"3","RASGEF1B"
"RALA",0,0.844042819310287,0.559,0.078,0,"3","RALA"
"AP2S11",0,0.843316558508519,0.764,0.097,0,"3","AP2S1"
"HLA-DMB1",0,0.843229341776102,0.556,0.062,0,"3","HLA-DMB"
"CSF1R",0,0.842299715551611,0.442,0.011,0,"3","CSF1R"
"MAP3K2",0,0.841481384596904,0.591,0.112,0,"3","MAP3K2"
"SLC43A2",0,0.838757297005403,0.448,0.015,0,"3","SLC43A2"
"GRINA",0,0.83608109872662,0.621,0.044,0,"3","GRINA"
"DAB2",0,0.830985163798594,0.441,0.021,0,"3","DAB2"
"RAB20",0,0.828348231043697,0.47,0.016,0,"3","RAB20"
"ATP6V1B2",0,0.822855037766238,0.591,0.041,0,"3","ATP6V1B2"
"CTSH1",0,0.822515659796152,0.723,0.104,0,"3","CTSH"
"CD163",0,0.822019334434476,0.456,0.023,0,"3","CD163"
"ACP5",0,0.821368109749242,0.512,0.065,0,"3","ACP5"
"ABCA1",0,0.819594994224388,0.47,0.029,0,"3","ABCA1"
"MAP3K81",0,0.819495525672962,0.682,0.108,0,"3","MAP3K8"
"CEBPD",0,0.809999829122619,0.73,0.11,0,"3","CEBPD"
"VEGFA",0,0.807714869120587,0.73,0.102,0,"3","VEGFA"
"PILRA",0,0.806917426257109,0.409,0.008,0,"3","PILRA"
"ATOX1",0,0.805258955282887,0.613,0.072,0,"3","ATOX1"
"GRN",0,0.803234783526335,0.755,0.108,0,"3","GRN"
"ARL8B",0,0.797396822143343,0.552,0.053,0,"3","ARL8B"
"ARPC1B",0,0.795365447872562,0.77,0.179,0,"3","ARPC1B"
"PMP22",0,0.787243064580832,0.427,0.024,0,"3","PMP22"
"SDCBP1",0,0.783212046082988,0.856,0.21,0,"3","SDCBP"
"PTPRE",0,0.776906093149009,0.476,0.034,0,"3","PTPRE"
"ITGAX",0,0.776807983199458,0.613,0.041,0,"3","ITGAX"
"PLA2G7",0,0.768921174780015,0.334,0.01,0,"3","PLA2G7"
"LY96",0,0.76431764006562,0.456,0.046,0,"3","LY96"
"TNFSF13",0,0.763843096496469,0.488,0.023,0,"3","TNFSF13"
"TMEM176B",0,0.756473956649394,0.424,0.028,0,"3","TMEM176B"
"SPAG9",0,0.753841385890562,0.662,0.112,0,"3","SPAG9"
"TNFSF13B",0,0.746330307599994,0.395,0.033,0,"3","TNFSF13B"
"ABL2",0,0.744080979857029,0.401,0.032,0,"3","ABL2"
"MTRNR2L81",0,0.741409715069586,0.564,0.096,0,"3","MTRNR2L8"
"CD302",0,0.736174557210119,0.386,0.013,0,"3","CD302"
"CCRL2",0,0.735961543919861,0.365,0.013,0,"3","CCRL2"
"TET2",0,0.735559756310911,0.526,0.05,0,"3","TET2"
"LCP2",0,0.731687690738512,0.528,0.064,0,"3","LCP2"
"BLVRB",0,0.730106843964263,0.588,0.068,0,"3","BLVRB"
"VSIR",0,0.726124405868265,0.415,0.052,0,"3","VSIR"
"RGS101",0,0.725172939041579,0.639,0.125,0,"3","RGS10"
"KLF4",0,0.721026061582249,0.707,0.091,0,"3","KLF4"
"SERPINB1",0,0.71911698179018,0.599,0.109,0,"3","SERPINB1"
"FOSL21",0,0.717849973822421,0.731,0.138,0,"3","FOSL2"
"DMXL2",0,0.716881552591096,0.445,0.017,0,"3","DMXL2"
"EMILIN2",0,0.713090768028047,0.455,0.018,0,"3","EMILIN2"
"GRB21",0,0.710325054593364,0.671,0.13,0,"3","GRB2"
"GLIPR2",0,0.706769843237733,0.485,0.048,0,"3","GLIPR2"
"PLSCR1",0,0.705326300416207,0.663,0.068,0,"3","PLSCR1"
"ARHGAP18",0,0.703193259950686,0.433,0.038,0,"3","ARHGAP18"
"CD300A",0,0.693705069473245,0.366,0.016,0,"3","CD300A"
"CLEC5A",0,0.690240267227966,0.344,0.012,0,"3","CLEC5A"
"HK2",0,0.688313656939722,0.323,0.013,0,"3","HK2"
"SAMHD1",0,0.686616143666042,0.473,0.049,0,"3","SAMHD1"
"LILRB4",0,0.6852930632571,0.397,0.014,0,"3","LILRB4"
"IL4I1",0,0.68510985493899,0.304,0.02,0,"3","IL4I1"
"ARRB2",0,0.68474729391237,0.563,0.048,0,"3","ARRB2"
"RNF13",0,0.682694758143676,0.492,0.046,0,"3","RNF13"
"SH3BP51",0,0.678657205352672,0.477,0.057,0,"3","SH3BP5"
"HAVCR2",0,0.678172475574692,0.434,0.025,0,"3","HAVCR2"
"FAM49A",0,0.676235039545721,0.412,0.032,0,"3","FAM49A"
"ACSL3",0,0.676197651011802,0.574,0.072,0,"3","ACSL3"
"ACSL1",0,0.676058739848216,0.509,0.044,0,"3","ACSL1"
"NLRP3",0,0.675030671169068,0.287,0.015,0,"3","NLRP3"
"TPP1",0,0.673957131927171,0.569,0.057,0,"3","TPP1"
"APLP2",0,0.669923294880869,0.718,0.1,0,"3","APLP2"
"MS4A4A",0,0.668476892652791,0.354,0.017,0,"3","MS4A4A"
"LILRB2",0,0.666608589010689,0.301,0.007,0,"3","LILRB2"
"SLC16A3",0,0.659972591984554,0.517,0.054,0,"3","SLC16A3"
"SLC25A37",0,0.658904675764058,0.52,0.062,0,"3","SLC25A37"
"ALDH2",0,0.65504982175812,0.488,0.032,0,"3","ALDH2"
"LY861",0,0.653704359351231,0.434,0.04,0,"3","LY86"
"IL6R",0,0.649665674438015,0.376,0.021,0,"3","IL6R"
"GNS",0,0.6479877831897,0.488,0.025,0,"3","GNS"
"GNA15",0,0.645252663621047,0.466,0.041,0,"3","GNA15"
"WARS",0,0.644315014676318,0.419,0.038,0,"3","WARS"
"HNMT",0,0.643407811907166,0.391,0.015,0,"3","HNMT"
"CREG1",0,0.640374551059711,0.495,0.044,0,"3","CREG1"
"RAB7A1",0,0.638951355928083,0.687,0.11,0,"3","RAB7A"
"OSM",0,0.633586211111857,0.286,0.017,0,"3","OSM"
"IFITM3",0,0.633198112420968,0.626,0.103,0,"3","IFITM3"
"ATP6V0B1",0,0.628644284609297,0.818,0.17,0,"3","ATP6V0B"
"B3GNT5",0,0.626991108148865,0.491,0.038,0,"3","B3GNT5"
"LAIR1",0,0.626240471060594,0.426,0.022,0,"3","LAIR1"
"H2AFY1",0,0.625025735364036,0.748,0.114,0,"3","H2AFY"
"THEMIS2",0,0.62176917526184,0.408,0.027,0,"3","THEMIS2"
"CTNNB11",0,0.619758566445841,0.675,0.125,0,"3","CTNNB1"
"QKI",0,0.615053134258751,0.598,0.081,0,"3","QKI"
"LYN1",0,0.614723005065839,0.476,0.053,0,"3","LYN"
"FNDC3B",0,0.612998816776164,0.488,0.045,0,"3","FNDC3B"
"SGK11",0,0.611502690082531,0.793,0.175,0,"3","SGK1"
"STXBP2",0,0.610712912405094,0.495,0.052,0,"3","STXBP2"
"TLR2",0,0.609275994821828,0.326,0.007,0,"3","TLR2"
"CCDC88A",0,0.606129531888315,0.505,0.04,0,"3","CCDC88A"
"TIMP2",0,0.604161308575125,0.655,0.061,0,"3","TIMP2"
"FGR",0,0.601496859243132,0.377,0.015,0,"3","FGR"
"ATP13A3",0,0.600343615992657,0.576,0.069,0,"3","ATP13A3"
"EPB41L3",0,0.592511454733712,0.343,0.009,0,"3","EPB41L3"
"C3AR1",0,0.592267164253583,0.282,0.011,0,"3","C3AR1"
"NFIL3",0,0.591831859552681,0.508,0.054,0,"3","NFIL3"
"CLEC4A",0,0.587867310278818,0.29,0.009,0,"3","CLEC4A"
"PECAM1",0,0.587762633600796,0.326,0.018,0,"3","PECAM1"
"FGD4",0,0.587761675359386,0.369,0.016,0,"3","FGD4"
"BLOC1S1",0,0.58462851886261,0.67,0.126,0,"3","BLOC1S1"
"FCGR1A",0,0.583146538720116,0.251,0.004,0,"3","FCGR1A"
"AVPI1",0,0.580973502972414,0.368,0.022,0,"3","AVPI1"
"SLC8A1",0,0.580692955326091,0.327,0.007,0,"3","SLC8A1"
"SH3BGRL",0,0.580558117894389,0.696,0.144,0,"3","SH3BGRL"
"BID",0,0.578792671010425,0.444,0.05,0,"3","BID"
"JAML",0,0.578632292284607,0.33,0.035,0,"3","JAML"
"STX11",0,0.578446481047203,0.48,0.064,0,"3","STX11"
"MPP1",0,0.575174147047284,0.366,0.015,0,"3","MPP1"
"SLC15A3",0,0.574778814473153,0.437,0.019,0,"3","SLC15A3"
"GNA131",0,0.573737275492498,0.662,0.104,0,"3","GNA13"
"TKT1",0,0.571926089450801,0.619,0.096,0,"3","TKT"
"GSN",0,0.569801835705972,0.51,0.048,0,"3","GSN"
"CD4",0,0.56945991743354,0.429,0.041,0,"3","CD4"
"BCAT1",0,0.568543477206639,0.35,0.014,0,"3","BCAT1"
"MSR1",0,0.565889636671693,0.312,0.018,0,"3","MSR1"
"SEMA6B",0,0.564252013559284,0.341,0.011,0,"3","SEMA6B"
"LILRB3",0,0.563004172757153,0.33,0.007,0,"3","LILRB3"
"ADM",0,0.555548886421785,0.417,0.044,0,"3","ADM"
"AP1S2",0,0.548893531465558,0.463,0.059,0,"3","AP1S2"
"GNAQ",0,0.548378410181715,0.411,0.025,0,"3","GNAQ"
"ADA2",0,0.546777168931736,0.366,0.025,0,"3","ADA2"
"LAMP11",0,0.545467977682687,0.617,0.102,0,"3","LAMP1"
"LAP3",0,0.543160615410777,0.498,0.079,0,"3","LAP3"
"SIRPA",0,0.540834803169833,0.345,0.012,0,"3","SIRPA"
"ZNF385A",0,0.539618386230719,0.359,0.012,0,"3","ZNF385A"
"SLC7A7",0,0.536969943151894,0.348,0.012,0,"3","SLC7A7"
